,org:group,concept:instance,org:resource,concept:name,time:timestamp,lifecycle:transition,case:startdate,case:responsible,case:enddate_planned,case:department,case:group,case:concept:name,case:deadline,case:channel,case:enddate
56,Group 3,task-9091,Resource18,T04 Determine confirmation of receipt,2011-01-20 13:09:32.926000+00:00,complete,2010-12-29 23:00:00.010000+00:00,Resource18,2011-02-23 23:00:00.010000+00:00,General,,case-5401,2011-02-23 23:00:00+00:00,Internet,2011-02-24 09:18:42.399000+00:00
57,Group 2,task-9092,admin1,T05 Print and send confirmation of receipt,2011-01-24 10:08:35.372000+00:00,complete,2010-12-29 23:00:00.010000+00:00,Resource18,2011-02-23 23:00:00.010000+00:00,General,,case-5401,2011-02-23 23:00:00+00:00,Internet,2011-02-24 09:18:42.399000+00:00
58,Group 1,task-9089,Resource18,T06 Determine necessity of stop advice,2011-01-25 09:03:39.049000+00:00,complete,2010-12-29 23:00:00.010000+00:00,Resource18,2011-02-23 23:00:00.010000+00:00,General,,case-5401,2011-02-23 23:00:00+00:00,Internet,2011-02-24 09:18:42.399000+00:00
59,Group 1,task-9432,Resource18,T10 Determine necessity to stop indication,2011-01-25 09:03:58.554000+00:00,complete,2010-12-29 23:00:00.010000+00:00,Resource18,2011-02-23 23:00:00.010000+00:00,General,,case-5401,2011-02-23 23:00:00+00:00,Internet,2011-02-24 09:18:42.399000+00:00
60,EMPTY,task-9059,Resource07,Confirmation of receipt,2011-01-24 16:06:35.720000+00:00,complete,2011-01-06 23:00:00.010000+00:00,Resource07,2011-03-03 23:00:00.010000+00:00,General,,case-5418,2011-03-03 23:00:00+00:00,Desk,2011-02-22 08:30:55.455000+00:00
61,EMPTY,task-9388,Resource19,T02 Check confirmation of receipt,2011-01-26 12:05:07.161000+00:00,complete,2011-01-06 23:00:00.010000+00:00,Resource07,2011-03-03 23:00:00.010000+00:00,General,,case-5418,2011-03-03 23:00:00+00:00,Desk,2011-02-22 08:30:55.455000+00:00
62,Group 3,task-9658,Resource19,T04 Determine confirmation of receipt,2011-01-26 12:05:22.117000+00:00,complete,2011-01-06 23:00:00.010000+00:00,Resource07,2011-03-03 23:00:00.010000+00:00,General,,case-5418,2011-03-03 23:00:00+00:00,Desk,2011-02-22 08:30:55.455000+00:00
63,EMPTY,task-9659,Resource07,T05 Print and send confirmation of receipt,2011-01-27 08:18:53.526000+00:00,complete,2011-01-06 23:00:00.010000+00:00,Resource07,2011-03-03 23:00:00.010000+00:00,General,,case-5418,2011-03-03 23:00:00+00:00,Desk,2011-02-22 08:30:55.455000+00:00
64,Group 1,task-9389,Resource07,T06 Determine necessity of stop advice,2011-01-31 13:17:14.446000+00:00,complete,2011-01-06 23:00:00.010000+00:00,Resource07,2011-03-03 23:00:00.010000+00:00,General,,case-5418,2011-03-03 23:00:00+00:00,Desk,2011-02-22 08:30:55.455000+00:00
65,Group 1,task-10243,Resource07,T10 Determine necessity to stop indication,2011-01-31 13:21:42.504000+00:00,complete,2011-01-06 23:00:00.010000+00:00,Resource07,2011-03-03 23:00:00.010000+00:00,General,,case-5418,2011-03-03 23:00:00+00:00,Desk,2011-02-22 08:30:55.455000+00:00
66,EMPTY,task-8779,Resource04,Confirmation of receipt,2011-01-25 07:28:31.212000+00:00,complete,2010-12-30 00:06:40.010000+00:00,Resource04,2011-10-05 23:06:40.020000+00:00,General,,case-5372,2011-10-05 23:06:40+00:00,Internet,2011-10-03 14:33:42.541000+00:00
67,Group 4,task-9399,Resource04,T02 Check confirmation of receipt,2011-01-25 07:28:50.452000+00:00,complete,2010-12-30 00:06:40.010000+00:00,Resource04,2011-10-05 23:06:40.020000+00:00,General,,case-5372,2011-10-05 23:06:40+00:00,Internet,2011-10-03 14:33:42.541000+00:00
68,Group 3,task-9401,Resource10,T04 Determine confirmation of receipt,2011-01-25 11:25:56.074000+00:00,complete,2010-12-30 00:06:40.010000+00:00,Resource04,2011-10-05 23:06:40.020000+00:00,General,,case-5372,2011-10-05 23:06:40+00:00,Internet,2011-10-03 14:33:42.541000+00:00
69,Group 2,task-9479,admin1,T05 Print and send confirmation of receipt,2011-02-02 12:34:52.394000+00:00,complete,2010-12-30 00:06:40.010000+00:00,Resource04,2011-10-05 23:06:40.020000+00:00,General,,case-5372,2011-10-05 23:06:40+00:00,Internet,2011-10-03 14:33:42.541000+00:00
70,Group 1,task-9400,Resource04,T06 Determine necessity of stop advice,2011-02-07 11:19:06.668000+00:00,complete,2010-12-30 00:06:40.010000+00:00,Resource04,2011-10-05 23:06:40.020000+00:00,General,,case-5372,2011-10-05 23:06:40+00:00,Internet,2011-10-03 14:33:42.541000+00:00
71,Group 1,task-11226,Resource04,T10 Determine necessity to stop indication,2011-02-07 11:19:21.429000+00:00,complete,2010-12-30 00:06:40.010000+00:00,Resource04,2011-10-05 23:06:40.020000+00:00,General,,case-5372,2011-10-05 23:06:40+00:00,Internet,2011-10-03 14:33:42.541000+00:00
72,EMPTY,task-5410,Resource02,Confirmation of receipt,2011-01-17 10:08:48.046000+00:00,complete,2010-12-15 23:00:00.010000+00:00,Resource02,2011-02-09 23:00:00.010000+00:00,General,,case-4922,2011-02-09 23:00:00+00:00,Post,2011-02-11 10:36:29.855000+00:00
73,EMPTY,task-8559,Resource02,T02 Check confirmation of receipt,2011-01-17 10:09:50.532000+00:00,complete,2010-12-15 23:00:00.010000+00:00,Resource02,2011-02-09 23:00:00.010000+00:00,General,,case-4922,2011-02-09 23:00:00+00:00,Post,2011-02-11 10:36:29.855000+00:00
74,Group 3,task-8561,Resource10,T04 Determine confirmation of receipt,2011-01-17 10:58:20.624000+00:00,complete,2010-12-15 23:00:00.010000+00:00,Resource02,2011-02-09 23:00:00.010000+00:00,General,,case-4922,2011-02-09 23:00:00+00:00,Post,2011-02-11 10:36:29.855000+00:00
75,Group 1,task-8560,Resource02,T06 Determine necessity of stop advice,2011-01-18 07:41:58.518000+00:00,complete,2010-12-15 23:00:00.010000+00:00,Resource02,2011-02-09 23:00:00.010000+00:00,General,,case-4922,2011-02-09 23:00:00+00:00,Post,2011-02-11 10:36:29.855000+00:00
76,Group 1,task-8703,Resource02,T10 Determine necessity to stop indication,2011-01-18 07:42:16.927000+00:00,complete,2010-12-15 23:00:00.010000+00:00,Resource02,2011-02-09 23:00:00.010000+00:00,General,,case-4922,2011-02-09 23:00:00+00:00,Post,2011-02-11 10:36:29.855000+00:00
77,Group 2,task-8585,admin1,T05 Print and send confirmation of receipt,2011-01-18 09:12:55.742000+00:00,complete,2010-12-15 23:00:00.010000+00:00,Resource02,2011-02-09 23:00:00.010000+00:00,General,,case-4922,2011-02-09 23:00:00+00:00,Post,2011-02-11 10:36:29.855000+00:00
78,Group 1,task-8949,Resource04,Confirmation of receipt,2011-01-19 15:28:08.208000+00:00,complete,2010-12-31 00:06:40.010000+00:00,Resource04,2011-03-27 23:06:40.020000+00:00,General,,case-5398,2011-03-27 23:06:40+00:00,Internet,2011-03-18 11:04:12.415000+00:00
79,Group 4,task-9019,Resource04,T02 Check confirmation of receipt,2011-01-21 08:14:19.467000+00:00,complete,2010-12-31 00:06:40.010000+00:00,Resource04,2011-03-27 23:06:40.020000+00:00,General,,case-5398,2011-03-27 23:06:40+00:00,Internet,2011-03-18 11:04:12.415000+00:00
80,Group 3,task-9186,Resource04,T04 Determine confirmation of receipt,2011-01-21 08:14:32.449000+00:00,complete,2010-12-31 00:06:40.010000+00:00,Resource04,2011-03-27 23:06:40.020000+00:00,General,,case-5398,2011-03-27 23:06:40+00:00,Internet,2011-03-18 11:04:12.415000+00:00
81,Group 1,task-9020,Resource04,T06 Determine necessity of stop advice,2011-01-21 08:14:58.812000+00:00,complete,2010-12-31 00:06:40.010000+00:00,Resource04,2011-03-27 23:06:40.020000+00:00,General,,case-5398,2011-03-27 23:06:40+00:00,Internet,2011-03-18 11:04:12.415000+00:00
82,Group 1,task-9189,Resource04,T10 Determine necessity to stop indication,2011-01-21 08:15:11.544000+00:00,complete,2010-12-31 00:06:40.010000+00:00,Resource04,2011-03-27 23:06:40.020000+00:00,General,,case-5398,2011-03-27 23:06:40+00:00,Internet,2011-03-18 11:04:12.415000+00:00
83,Group 2,task-9188,admin1,T05 Print and send confirmation of receipt,2011-01-24 11:13:40.735000+00:00,complete,2010-12-31 00:06:40.010000+00:00,Resource04,2011-03-27 23:06:40.020000+00:00,General,,case-5398,2011-03-27 23:06:40+00:00,Internet,2011-03-18 11:04:12.415000+00:00
84,EMPTY,task-9730,Resource07,Confirmation of receipt,2011-01-31 15:36:17.331000+00:00,complete,2011-01-10 23:00:00.010000+00:00,Resource01,2011-03-07 23:00:00.010000+00:00,General,,case-5532,2011-03-07 23:00:00+00:00,Desk,2011-02-24 07:38:09.385000+00:00
85,Group 4,task-10335,Resource10,T02 Check confirmation of receipt,2011-02-01 07:02:15.930000+00:00,complete,2011-01-10 23:00:00.010000+00:00,Resource01,2011-03-07 23:00:00.010000+00:00,General,,case-5532,2011-03-07 23:00:00+00:00,Desk,2011-02-24 07:38:09.385000+00:00
86,Group 3,task-10359,Resource10,T04 Determine confirmation of receipt,2011-02-01 07:02:35.437000+00:00,complete,2011-01-10 23:00:00.010000+00:00,Resource01,2011-03-07 23:00:00.010000+00:00,General,,case-5532,2011-03-07 23:00:00+00:00,Desk,2011-02-24 07:38:09.385000+00:00
87,Group 1,task-10336,Resource01,T06 Determine necessity of stop advice,2011-02-02 09:04:09.738000+00:00,complete,2011-01-10 23:00:00.010000+00:00,Resource01,2011-03-07 23:00:00.010000+00:00,General,,case-5532,2011-03-07 23:00:00+00:00,Desk,2011-02-24 07:38:09.385000+00:00
88,Group 1,task-10602,Resource01,T10 Determine necessity to stop indication,2011-02-02 09:05:33.092000+00:00,complete,2011-01-10 23:00:00.010000+00:00,Resource01,2011-03-07 23:00:00.010000+00:00,General,,case-5532,2011-03-07 23:00:00+00:00,Desk,2011-02-24 07:38:09.385000+00:00
89,Group 2,task-10360,admin1,T05 Print and send confirmation of receipt,2011-02-02 13:36:54.119000+00:00,complete,2011-01-10 23:00:00.010000+00:00,Resource01,2011-03-07 23:00:00.010000+00:00,General,,case-5532,2011-03-07 23:00:00+00:00,Desk,2011-02-24 07:38:09.385000+00:00
90,EMPTY,task-9721,Resource17,Confirmation of receipt,2011-02-03 10:07:02.147000+00:00,complete,2011-01-15 00:06:40.010000+00:00,Resource17,2011-03-12 00:06:40.010000+00:00,General,,case-5530,2011-03-12 00:06:40+00:00,Internet,2011-02-22 13:41:05.508000+00:00
91,Group 4,task-10789,Resource10,T02 Check confirmation of receipt,2011-02-03 10:30:35.377000+00:00,complete,2011-01-15 00:06:40.010000+00:00,Resource17,2011-03-12 00:06:40.010000+00:00,General,,case-5530,2011-03-12 00:06:40+00:00,Internet,2011-02-22 13:41:05.508000+00:00
92,Group 3,task-10800,Resource10,T04 Determine confirmation of receipt,2011-02-03 10:31:02.259000+00:00,complete,2011-01-15 00:06:40.010000+00:00,Resource17,2011-03-12 00:06:40.010000+00:00,General,,case-5530,2011-03-12 00:06:40+00:00,Internet,2011-02-22 13:41:05.508000+00:00
