,org:group,concept:instance,org:resource,concept:name,time:timestamp,lifecycle:transition,case:startdate,case:responsible,case:enddate_planned,case:department,case:group,case:concept:name,case:deadline,case:channel,case:enddate
56,Group 1,task-8972,Resource09,T06 Determine necessity of stop advice,2011-01-19 14:05:33.840000+00:00,complete,2010-12-21 23:00:00.010000+00:00,Resource09,2011-02-15 23:00:00.010000+00:00,General,,case-5141,2011-02-15 23:00:00+00:00,Internet,2011-04-18 10:50:19.125000+00:00
57,Group 1,task-8973,Resource09,T10 Determine necessity to stop indication,2011-01-19 14:06:03.508000+00:00,complete,2010-12-21 23:00:00.010000+00:00,Resource09,2011-02-15 23:00:00.010000+00:00,General,,case-5141,2011-02-15 23:00:00+00:00,Internet,2011-04-18 10:50:19.125000+00:00
58,EMPTY,task-8971,Resource24,T02 Check confirmation of receipt,2011-02-07 14:31:47.396000+00:00,complete,2010-12-21 23:00:00.010000+00:00,Resource09,2011-02-15 23:00:00.010000+00:00,General,,case-5141,2011-02-15 23:00:00+00:00,Internet,2011-04-18 10:50:19.125000+00:00
59,Group 1,task-11298,Resource09,T03 Adjust confirmation of receipt,2011-03-21 11:08:33.771000+00:00,complete,2010-12-21 23:00:00.010000+00:00,Resource09,2011-02-15 23:00:00.010000+00:00,General,,case-5141,2011-02-15 23:00:00+00:00,Internet,2011-04-18 10:50:19.125000+00:00
60,Group 4,task-16955,Resource09,T02 Check confirmation of receipt,2011-03-21 12:11:10.252000+00:00,complete,2010-12-21 23:00:00.010000+00:00,Resource09,2011-02-15 23:00:00.010000+00:00,General,,case-5141,2011-02-15 23:00:00+00:00,Internet,2011-04-18 10:50:19.125000+00:00
61,Group 1,task-17007,Resource09,T03 Adjust confirmation of receipt,2011-03-21 12:14:54.468000+00:00,complete,2010-12-21 23:00:00.010000+00:00,Resource09,2011-02-15 23:00:00.010000+00:00,General,,case-5141,2011-02-15 23:00:00+00:00,Internet,2011-04-18 10:50:19.125000+00:00
62,Group 4,task-17020,Resource09,T02 Check confirmation of receipt,2011-03-21 12:16:27.307000+00:00,complete,2010-12-21 23:00:00.010000+00:00,Resource09,2011-02-15 23:00:00.010000+00:00,General,,case-5141,2011-02-15 23:00:00+00:00,Internet,2011-04-18 10:50:19.125000+00:00
63,Group 1,task-17021,Resource09,T03 Adjust confirmation of receipt,2011-03-21 12:51:17.484000+00:00,complete,2010-12-21 23:00:00.010000+00:00,Resource09,2011-02-15 23:00:00.010000+00:00,General,,case-5141,2011-02-15 23:00:00+00:00,Internet,2011-04-18 10:50:19.125000+00:00
64,Group 4,task-17036,Resource09,T02 Check confirmation of receipt,2011-03-21 12:53:05.298000+00:00,complete,2010-12-21 23:00:00.010000+00:00,Resource09,2011-02-15 23:00:00.010000+00:00,General,,case-5141,2011-02-15 23:00:00+00:00,Internet,2011-04-18 10:50:19.125000+00:00
65,Group 3,task-17038,Resource09,T04 Determine confirmation of receipt,2011-03-21 12:53:23.131000+00:00,complete,2010-12-21 23:00:00.010000+00:00,Resource09,2011-02-15 23:00:00.010000+00:00,General,,case-5141,2011-02-15 23:00:00+00:00,Internet,2011-04-18 10:50:19.125000+00:00
66,Group 2,task-17039,Resource09,T05 Print and send confirmation of receipt,2011-03-21 12:53:37.981000+00:00,complete,2010-12-21 23:00:00.010000+00:00,Resource09,2011-02-15 23:00:00.010000+00:00,General,,case-5141,2011-02-15 23:00:00+00:00,Internet,2011-04-18 10:50:19.125000+00:00
67,EMPTY,task-7501,Resource37,Confirmation of receipt,2011-01-20 13:59:06.147000+00:00,complete,2011-01-09 23:00:00.010000+00:00,Resource25,2011-03-06 23:00:00.010000+00:00,General,,case-5235,2011-03-06 23:00:00+00:00,Internet,2011-02-24 12:36:06.546000+00:00
68,Group 1,task-9101,Resource37,T06 Determine necessity of stop advice,2011-01-20 14:03:04.970000+00:00,complete,2011-01-09 23:00:00.010000+00:00,Resource25,2011-03-06 23:00:00.010000+00:00,General,,case-5235,2011-03-06 23:00:00+00:00,Internet,2011-02-24 12:36:06.546000+00:00
69,Group 1,task-9102,Resource37,T07-5 Draft intern advice aspect 5,2011-01-20 14:03:49.691000+00:00,complete,2011-01-09 23:00:00.010000+00:00,Resource25,2011-03-06 23:00:00.010000+00:00,General,,case-5235,2011-03-06 23:00:00+00:00,Internet,2011-02-24 12:36:06.546000+00:00
70,Group 1,task-9103,Resource37,T06 Determine necessity of stop advice,2011-01-20 14:04:34.320000+00:00,complete,2011-01-09 23:00:00.010000+00:00,Resource25,2011-03-06 23:00:00.010000+00:00,General,,case-5235,2011-03-06 23:00:00+00:00,Internet,2011-02-24 12:36:06.546000+00:00
71,Group 1,task-9104,Resource37,T10 Determine necessity to stop indication,2011-01-20 14:05:29.600000+00:00,complete,2011-01-09 23:00:00.010000+00:00,Resource25,2011-03-06 23:00:00.010000+00:00,General,,case-5235,2011-03-06 23:00:00+00:00,Internet,2011-02-24 12:36:06.546000+00:00
72,EMPTY,task-9100,Resource25,T02 Check confirmation of receipt,2011-01-25 09:06:48.377000+00:00,complete,2011-01-09 23:00:00.010000+00:00,Resource25,2011-03-06 23:00:00.010000+00:00,General,,case-5235,2011-03-06 23:00:00+00:00,Internet,2011-02-24 12:36:06.546000+00:00
73,EMPTY,task-9436,Resource19,T04 Determine confirmation of receipt,2011-01-26 12:13:15.164000+00:00,complete,2011-01-09 23:00:00.010000+00:00,Resource25,2011-03-06 23:00:00.010000+00:00,General,,case-5235,2011-03-06 23:00:00+00:00,Internet,2011-02-24 12:36:06.546000+00:00
74,EMPTY,task-9665,admin1,T05 Print and send confirmation of receipt,2011-02-17 13:45:27.116000+00:00,complete,2011-01-09 23:00:00.010000+00:00,Resource25,2011-03-06 23:00:00.010000+00:00,General,,case-5235,2011-03-06 23:00:00+00:00,Internet,2011-02-24 12:36:06.546000+00:00
75,EMPTY,task-9344,Resource26,Confirmation of receipt,2011-01-26 07:49:48.547000+00:00,complete,2011-01-10 00:06:40.010000+00:00,Resource26,2011-03-07 00:06:40.010000+00:00,General,,case-5462,2011-03-07 00:06:40+00:00,Desk,2011-01-28 11:03:52.245000+00:00
76,Group 1,task-9586,Resource26,T06 Determine necessity of stop advice,2011-01-26 07:50:30.333000+00:00,complete,2011-01-10 00:06:40.010000+00:00,Resource26,2011-03-07 00:06:40.010000+00:00,General,,case-5462,2011-03-07 00:06:40+00:00,Desk,2011-01-28 11:03:52.245000+00:00
77,Group 1,task-9588,Resource26,T10 Determine necessity to stop indication,2011-01-26 07:50:52.694000+00:00,complete,2011-01-10 00:06:40.010000+00:00,Resource26,2011-03-07 00:06:40.010000+00:00,General,,case-5462,2011-03-07 00:06:40+00:00,Desk,2011-01-28 11:03:52.245000+00:00
78,Group 4,task-9585,Resource10,T02 Check confirmation of receipt,2011-01-27 09:34:33.729000+00:00,complete,2011-01-10 00:06:40.010000+00:00,Resource26,2011-03-07 00:06:40.010000+00:00,General,,case-5462,2011-03-07 00:06:40+00:00,Desk,2011-01-28 11:03:52.245000+00:00
79,Group 3,task-9768,Resource10,T04 Determine confirmation of receipt,2011-01-27 09:34:47.547000+00:00,complete,2011-01-10 00:06:40.010000+00:00,Resource26,2011-03-07 00:06:40.010000+00:00,General,,case-5462,2011-03-07 00:06:40+00:00,Desk,2011-01-28 11:03:52.245000+00:00
80,Group 2,task-9771,admin2,T05 Print and send confirmation of receipt,2011-01-28 11:03:53.599000+00:00,complete,2011-01-10 00:06:40.010000+00:00,Resource26,2011-03-07 00:06:40.010000+00:00,General,,case-5462,2011-03-07 00:06:40+00:00,Desk,2011-01-28 11:03:52.245000+00:00
81,Group 1,task-9590,admin2,T11 Create document X request unlicensed,2011-01-28 11:03:54.080000+00:00,complete,2011-01-10 00:06:40.010000+00:00,Resource26,2011-03-07 00:06:40.010000+00:00,General,,case-5462,2011-03-07 00:06:40+00:00,Desk,2011-01-28 11:03:52.245000+00:00
82,Group 1,task-9679,Resource13,Confirmation of receipt,2011-01-27 10:11:33.565000+00:00,complete,2011-01-13 00:06:40.010000+00:00,Resource13,2011-03-10 00:06:40.010000+00:00,General,,case-5517,2011-03-10 00:06:40+00:00,Desk,2011-03-03 12:45:12.539000+00:00
83,Group 4,task-9787,Resource10,T02 Check confirmation of receipt,2011-01-27 10:50:45.604000+00:00,complete,2011-01-13 00:06:40.010000+00:00,Resource13,2011-03-10 00:06:40.010000+00:00,General,,case-5517,2011-03-10 00:06:40+00:00,Desk,2011-03-03 12:45:12.539000+00:00
84,Group 3,task-9814,Resource10,T04 Determine confirmation of receipt,2011-01-27 10:50:59.589000+00:00,complete,2011-01-13 00:06:40.010000+00:00,Resource13,2011-03-10 00:06:40.010000+00:00,General,,case-5517,2011-03-10 00:06:40+00:00,Desk,2011-03-03 12:45:12.539000+00:00
85,EMPTY,task-9815,Resource13,T05 Print and send confirmation of receipt,2011-02-02 07:28:32.263000+00:00,complete,2011-01-13 00:06:40.010000+00:00,Resource13,2011-03-10 00:06:40.010000+00:00,General,,case-5517,2011-03-10 00:06:40+00:00,Desk,2011-03-03 12:45:12.539000+00:00
86,Group 1,task-9788,Resource13,T06 Determine necessity of stop advice,2011-02-02 07:28:50.038000+00:00,complete,2011-01-13 00:06:40.010000+00:00,Resource13,2011-03-10 00:06:40.010000+00:00,General,,case-5517,2011-03-10 00:06:40+00:00,Desk,2011-03-03 12:45:12.539000+00:00
87,Group 1,task-10514,Resource13,T10 Determine necessity to stop indication,2011-02-02 07:29:13.189000+00:00,complete,2011-01-13 00:06:40.010000+00:00,Resource13,2011-03-10 00:06:40.010000+00:00,General,,case-5517,2011-03-10 00:06:40+00:00,Desk,2011-03-03 12:45:12.539000+00:00
88,Group 1,task-10515,Resource13,T16 Report reasons to hold request,2011-02-02 07:34:01.141000+00:00,complete,2011-01-13 00:06:40.010000+00:00,Resource13,2011-03-10 00:06:40.010000+00:00,General,,case-5517,2011-03-10 00:06:40+00:00,Desk,2011-03-03 12:45:12.539000+00:00
89,EMPTY,task-10519,Resource13,T17 Check report Y to stop indication,2011-02-02 07:35:14.052000+00:00,complete,2011-01-13 00:06:40.010000+00:00,Resource13,2011-03-10 00:06:40.010000+00:00,General,,case-5517,2011-03-10 00:06:40+00:00,Desk,2011-03-03 12:45:12.539000+00:00
90,Group 3,task-10521,Resource13,T19 Determine report Y to stop indication,2011-02-02 07:35:55.993000+00:00,complete,2011-01-13 00:06:40.010000+00:00,Resource13,2011-03-10 00:06:40.010000+00:00,General,,case-5517,2011-03-10 00:06:40+00:00,Desk,2011-03-03 12:45:12.539000+00:00
91,Group 2,task-10522,Resource13,T20 Print report Y to stop indication,2011-02-02 07:36:13.619000+00:00,complete,2011-01-13 00:06:40.010000+00:00,Resource13,2011-03-10 00:06:40.010000+00:00,General,,case-5517,2011-03-10 00:06:40+00:00,Desk,2011-03-03 12:45:12.539000+00:00
92,EMPTY,task-9901,Resource05,Confirmation of receipt,2011-02-01 15:17:34.957000+00:00,complete,2011-01-24 23:00:00.010000+00:00,Resource05,2011-03-21 23:00:00.010000+00:00,General,,case-5560,2011-03-21 23:00:00+00:00,Internet,2011-02-24 14:16:49.882000+00:00
