,org:group,concept:instance,org:resource,concept:name,time:timestamp,lifecycle:transition,case:startdate,case:responsible,case:enddate_planned,case:department,case:group,case:concept:name,case:deadline,case:channel,case:enddate
56,Group 1,task-9020,Resource04,T06 Determine necessity of stop advice,2011-01-21 08:14:58.812000+00:00,complete,2010-12-31 00:06:40.010000+00:00,Resource04,2011-03-27 23:06:40.020000+00:00,General,,case-5398,2011-03-27 23:06:40+00:00,Internet,2011-03-18 11:04:12.415000+00:00
57,Group 1,task-9189,Resource04,T10 Determine necessity to stop indication,2011-01-21 08:15:11.544000+00:00,complete,2010-12-31 00:06:40.010000+00:00,Resource04,2011-03-27 23:06:40.020000+00:00,General,,case-5398,2011-03-27 23:06:40+00:00,Internet,2011-03-18 11:04:12.415000+00:00
58,Group 2,task-9188,admin1,T05 Print and send confirmation of receipt,2011-01-24 11:13:40.735000+00:00,complete,2010-12-31 00:06:40.010000+00:00,Resource04,2011-03-27 23:06:40.020000+00:00,General,,case-5398,2011-03-27 23:06:40+00:00,Internet,2011-03-18 11:04:12.415000+00:00
59,EMPTY,task-7566,Resource04,Confirmation of receipt,2011-01-17 12:08:29.581000+00:00,complete,2010-12-27 00:06:40.010000+00:00,Resource04,2011-03-20 00:06:40.010000+00:00,General,,case-5243,2011-03-20 00:06:40+00:00,Internet,2011-03-16 15:29:55.520000+00:00
60,Group 4,task-8607,Resource04,T02 Check confirmation of receipt,2011-01-17 12:08:52.108000+00:00,complete,2010-12-27 00:06:40.010000+00:00,Resource04,2011-03-20 00:06:40.010000+00:00,General,,case-5243,2011-03-20 00:06:40+00:00,Internet,2011-03-16 15:29:55.520000+00:00
61,Group 1,task-8608,Resource04,T06 Determine necessity of stop advice,2011-01-17 12:09:12.513000+00:00,complete,2010-12-27 00:06:40.010000+00:00,Resource04,2011-03-20 00:06:40.010000+00:00,General,,case-5243,2011-03-20 00:06:40+00:00,Internet,2011-03-16 15:29:55.520000+00:00
62,Group 1,task-8610,Resource04,T10 Determine necessity to stop indication,2011-01-17 12:09:27.162000+00:00,complete,2010-12-27 00:06:40.010000+00:00,Resource04,2011-03-20 00:06:40.010000+00:00,General,,case-5243,2011-03-20 00:06:40+00:00,Internet,2011-03-16 15:29:55.520000+00:00
63,Group 3,task-8609,Resource10,T04 Determine confirmation of receipt,2011-01-19 13:57:14.202000+00:00,complete,2010-12-27 00:06:40.010000+00:00,Resource04,2011-03-20 00:06:40.010000+00:00,General,,case-5243,2011-03-20 00:06:40+00:00,Internet,2011-03-16 15:29:55.520000+00:00
64,Group 2,task-8967,admin1,T05 Print and send confirmation of receipt,2011-01-24 10:02:55.996000+00:00,complete,2010-12-27 00:06:40.010000+00:00,Resource04,2011-03-20 00:06:40.010000+00:00,General,,case-5243,2011-03-20 00:06:40+00:00,Internet,2011-03-16 15:29:55.520000+00:00
65,Group 1,task-8085,Resource04,Confirmation of receipt,2011-01-17 12:52:35.916000+00:00,complete,2010-12-29 00:06:40.010000+00:00,Resource04,2011-03-19 00:06:40.010000+00:00,General,,case-5297,2011-03-19 00:06:40+00:00,Internet,2011-03-16 13:41:16.283000+00:00
66,Group 4,task-8635,Resource04,T02 Check confirmation of receipt,2011-01-17 12:52:51.477000+00:00,complete,2010-12-29 00:06:40.010000+00:00,Resource04,2011-03-19 00:06:40.010000+00:00,General,,case-5297,2011-03-19 00:06:40+00:00,Internet,2011-03-16 13:41:16.283000+00:00
67,Group 1,task-8636,Resource04,T06 Determine necessity of stop advice,2011-01-17 12:53:08.838000+00:00,complete,2010-12-29 00:06:40.010000+00:00,Resource04,2011-03-19 00:06:40.010000+00:00,General,,case-5297,2011-03-19 00:06:40+00:00,Internet,2011-03-16 13:41:16.283000+00:00
68,Group 1,task-8638,Resource04,T10 Determine necessity to stop indication,2011-01-17 12:53:38.250000+00:00,complete,2010-12-29 00:06:40.010000+00:00,Resource04,2011-03-19 00:06:40.010000+00:00,General,,case-5297,2011-03-19 00:06:40+00:00,Internet,2011-03-16 13:41:16.283000+00:00
69,Group 3,task-8637,Resource10,T04 Determine confirmation of receipt,2011-01-19 14:05:34.699000+00:00,complete,2010-12-29 00:06:40.010000+00:00,Resource04,2011-03-19 00:06:40.010000+00:00,General,,case-5297,2011-03-19 00:06:40+00:00,Internet,2011-03-16 13:41:16.283000+00:00
70,Group 2,task-8974,admin1,T05 Print and send confirmation of receipt,2011-01-24 10:48:28.585000+00:00,complete,2010-12-29 00:06:40.010000+00:00,Resource04,2011-03-19 00:06:40.010000+00:00,General,,case-5297,2011-03-19 00:06:40+00:00,Internet,2011-03-16 13:41:16.283000+00:00
71,EMPTY,task-7248,Resource02,Confirmation of receipt,2011-01-17 13:09:30.414000+00:00,complete,2011-01-05 23:00:00.010000+00:00,Resource02,2011-03-02 23:00:00.010000+00:00,General,,case-5196,2011-03-02 23:00:00+00:00,Internet,2011-02-08 10:10:10.493000+00:00
72,EMPTY,task-8661,Resource02,T02 Check confirmation of receipt,2011-01-17 13:10:22.198000+00:00,complete,2011-01-05 23:00:00.010000+00:00,Resource02,2011-03-02 23:00:00.010000+00:00,General,,case-5196,2011-03-02 23:00:00+00:00,Internet,2011-02-08 10:10:10.493000+00:00
73,Group 1,task-8662,Resource02,T06 Determine necessity of stop advice,2011-01-17 14:09:43.827000+00:00,complete,2011-01-05 23:00:00.010000+00:00,Resource02,2011-03-02 23:00:00.010000+00:00,General,,case-5196,2011-03-02 23:00:00+00:00,Internet,2011-02-08 10:10:10.493000+00:00
74,Group 1,task-8681,Resource02,T10 Determine necessity to stop indication,2011-01-17 14:14:08.197000+00:00,complete,2011-01-05 23:00:00.010000+00:00,Resource02,2011-03-02 23:00:00.010000+00:00,General,,case-5196,2011-03-02 23:00:00+00:00,Internet,2011-02-08 10:10:10.493000+00:00
75,Group 3,task-8664,Resource10,T04 Determine confirmation of receipt,2011-01-19 14:07:32.811000+00:00,complete,2011-01-05 23:00:00.010000+00:00,Resource02,2011-03-02 23:00:00.010000+00:00,General,,case-5196,2011-03-02 23:00:00+00:00,Internet,2011-02-08 10:10:10.493000+00:00
76,Group 2,task-8987,admin1,T05 Print and send confirmation of receipt,2011-01-21 13:14:59.560000+00:00,complete,2011-01-05 23:00:00.010000+00:00,Resource02,2011-03-02 23:00:00.010000+00:00,General,,case-5196,2011-03-02 23:00:00+00:00,Internet,2011-02-08 10:10:10.493000+00:00
77,Group 1,task-7955,Resource05,Confirmation of receipt,2011-01-19 10:02:30.901000+00:00,complete,2010-12-17 00:06:40.010000+00:00,Resource05,2011-02-11 00:06:40.010000+00:00,General,,case-5287,2011-02-11 00:06:40+00:00,Internet,2011-02-16 11:12:40.005000+00:00
78,Group 4,task-8936,Resource05,T02 Check confirmation of receipt,2011-01-19 10:03:09.168000+00:00,complete,2010-12-17 00:06:40.010000+00:00,Resource05,2011-02-11 00:06:40.010000+00:00,General,,case-5287,2011-02-11 00:06:40+00:00,Internet,2011-02-16 11:12:40.005000+00:00
79,Group 1,task-8937,Resource05,T06 Determine necessity of stop advice,2011-01-19 10:04:13.688000+00:00,complete,2010-12-17 00:06:40.010000+00:00,Resource05,2011-02-11 00:06:40.010000+00:00,General,,case-5287,2011-02-11 00:06:40+00:00,Internet,2011-02-16 11:12:40.005000+00:00
80,Group 3,task-8938,Resource05,T04 Determine confirmation of receipt,2011-01-19 10:04:31.732000+00:00,complete,2010-12-17 00:06:40.010000+00:00,Resource05,2011-02-11 00:06:40.010000+00:00,General,,case-5287,2011-02-11 00:06:40+00:00,Internet,2011-02-16 11:12:40.005000+00:00
81,Group 2,task-8940,Resource05,T05 Print and send confirmation of receipt,2011-01-19 10:04:58.566000+00:00,complete,2010-12-17 00:06:40.010000+00:00,Resource05,2011-02-11 00:06:40.010000+00:00,General,,case-5287,2011-02-11 00:06:40+00:00,Internet,2011-02-16 11:12:40.005000+00:00
82,Group 1,task-8939,Resource05,T10 Determine necessity to stop indication,2011-01-19 10:06:00.493000+00:00,complete,2010-12-17 00:06:40.010000+00:00,Resource05,2011-02-11 00:06:40.010000+00:00,General,,case-5287,2011-02-11 00:06:40+00:00,Internet,2011-02-16 11:12:40.005000+00:00
83,EMPTY,task-9688,Resource07,Confirmation of receipt,2011-01-31 15:19:31.273000+00:00,complete,2011-01-14 00:06:40.010000+00:00,Resource11,2011-03-11 00:06:40.010000+00:00,General,,case-5519,2011-03-11 00:06:40+00:00,Desk,2011-02-24 07:49:04.322000+00:00
84,Group 4,task-10324,Resource07,T02 Check confirmation of receipt,2011-01-31 15:20:02.135000+00:00,complete,2011-01-14 00:06:40.010000+00:00,Resource11,2011-03-11 00:06:40.010000+00:00,General,,case-5519,2011-03-11 00:06:40+00:00,Desk,2011-02-24 07:49:04.322000+00:00
85,Group 1,task-10325,Resource07,T06 Determine necessity of stop advice,2011-01-31 15:20:24.743000+00:00,complete,2011-01-14 00:06:40.010000+00:00,Resource11,2011-03-11 00:06:40.010000+00:00,General,,case-5519,2011-03-11 00:06:40+00:00,Desk,2011-02-24 07:49:04.322000+00:00
86,Group 3,task-10326,Resource10,T04 Determine confirmation of receipt,2011-01-31 15:33:38.948000+00:00,complete,2011-01-14 00:06:40.010000+00:00,Resource11,2011-03-11 00:06:40.010000+00:00,General,,case-5519,2011-03-11 00:06:40+00:00,Desk,2011-02-24 07:49:04.322000+00:00
87,Group 2,task-10333,admin1,T05 Print and send confirmation of receipt,2011-02-02 13:19:51.604000+00:00,complete,2011-01-14 00:06:40.010000+00:00,Resource11,2011-03-11 00:06:40.010000+00:00,General,,case-5519,2011-03-11 00:06:40+00:00,Desk,2011-02-24 07:49:04.322000+00:00
88,Group 1,task-10327,Resource07,T10 Determine necessity to stop indication,2011-02-10 08:17:57.972000+00:00,complete,2011-01-14 00:06:40.010000+00:00,Resource11,2011-03-11 00:06:40.010000+00:00,General,,case-5519,2011-03-11 00:06:40+00:00,Desk,2011-02-24 07:49:04.322000+00:00
89,Group 1,task-9679,Resource13,Confirmation of receipt,2011-01-27 10:11:33.565000+00:00,complete,2011-01-13 00:06:40.010000+00:00,Resource13,2011-03-10 00:06:40.010000+00:00,General,,case-5517,2011-03-10 00:06:40+00:00,Desk,2011-03-03 12:45:12.539000+00:00
90,Group 4,task-9787,Resource10,T02 Check confirmation of receipt,2011-01-27 10:50:45.604000+00:00,complete,2011-01-13 00:06:40.010000+00:00,Resource13,2011-03-10 00:06:40.010000+00:00,General,,case-5517,2011-03-10 00:06:40+00:00,Desk,2011-03-03 12:45:12.539000+00:00
91,Group 3,task-9814,Resource10,T04 Determine confirmation of receipt,2011-01-27 10:50:59.589000+00:00,complete,2011-01-13 00:06:40.010000+00:00,Resource13,2011-03-10 00:06:40.010000+00:00,General,,case-5517,2011-03-10 00:06:40+00:00,Desk,2011-03-03 12:45:12.539000+00:00
92,EMPTY,task-9815,Resource13,T05 Print and send confirmation of receipt,2011-02-02 07:28:32.263000+00:00,complete,2011-01-13 00:06:40.010000+00:00,Resource13,2011-03-10 00:06:40.010000+00:00,General,,case-5517,2011-03-10 00:06:40+00:00,Desk,2011-03-03 12:45:12.539000+00:00
