CASE_ID,Activity,Resource,StartTimestamp,Amount,CompleteTimestamp,Duration
16,W-Completeren aanvraag,10913,2011.11.17 19:19:11,14042,2011.11.17 19:32:07,12
16,W-Completeren aanvraag,10913,2011.11.19 16:48:47,14042,2011.11.19 17:05:18,16
16,W-Completeren aanvraag,no resuource,2011.11.21 17:59:26,14042,2011.11.21 18:25:59,26
16,W-Completeren aanvraag,no resuource,2011.11.21 18:26:03,14042,2011.11.21 18:26:32,0
16,W-Completeren aanvraag,10861,2011.11.22 13:13:58,14042,2011.11.22 13:14:54,0
16,W-Completeren aanvraag,10939,2011.11.25 09:32:29,14042,2011.11.25 09:35:13,2
16,W-Completeren aanvraag,no resuource,2011.11.25 15:50:31,14042,2011.11.25 15:51:00,0
16,W-Completeren aanvraag,11201,2011.11.25 18:19:24,14042,2011.11.25 18:20:44,1
16,W-Completeren aanvraag,10913,2011.11.26 16:23:04,14042,2011.11.26 16:23:47,0
17,W-Completeren aanvraag,11122,2011.11.16 20:48:47,5000,2011.11.16 20:56:35,7
17,W-Nabellen offertes,11122,2011.11.16 20:56:44,5000,2011.11.16 20:56:46,0
17,W-Nabellen offertes,11122,2011.11.16 20:56:53,5000,2011.11.16 20:58:40,1
17,W-Nabellen offertes,11122,2011.11.16 20:58:51,5000,2011.11.16 21:01:47,2
17,W-Nabellen offertes,11189,2011.11.22 16:04:54,5000,2011.11.22 16:09:30,4
17,W-Nabellen offertes,10789,2011.11.25 12:21:10,5000,2011.11.25 12:21:23,0
17,W-Valideren aanvraag,10609,2011.11.29 09:55:49,5000,2011.11.29 10:18:54,23
17,W-Nabellen incomplete dossiers,11121,2011.11.29 11:02:06,5000,2011.11.29 11:26:15,24
17,W-Nabellen incomplete dossiers,11121,2011.11.29 13:53:24,5000,2011.11.29 13:54:52,1
17,W-Nabellen incomplete dossiers,10929,2011.11.29 19:39:50,5000,2011.11.29 19:43:07,3
17,W-Nabellen incomplete dossiers,10939,2011.11.30 09:06:49,5000,2011.11.30 09:10:14,3
17,W-Nabellen incomplete dossiers,10929,2011.12.01 13:15:34,5000,2011.12.01 13:20:24,4
17,W-Nabellen incomplete dossiers,10929,2011.12.01 13:33:48,5000,2011.12.01 13:39:57,6
17,W-Nabellen incomplete dossiers,10929,2011.12.01 13:40:02,5000,2011.12.01 13:40:19,0
17,W-Nabellen incomplete dossiers,11049,2011.12.01 14:02:46,5000,2011.12.01 14:04:43,1
17,W-Valideren aanvraag,10609,2011.12.01 14:16:16,5000,2011.12.01 14:26:49,10
17,W-Valideren aanvraag,10609,2011.12.01 14:35:58,5000,2011.12.01 14:52:31,16
21,W-Completeren aanvraag,no resuource,2011.11.17 11:58:57,30000,2011.11.17 12:08:35,9
21,W-Nabellen offertes,11189,2011.11.24 14:51:55,30000,2011.11.24 14:53:30,1
21,W-Nabellen offertes,10939,2011.11.25 11:48:18,30000,2011.11.25 11:57:33,9
21,W-Nabellen offertes,no resuource,2011.12.02 14:33:41,30000,2011.12.02 14:33:54,0
21,W-Nabellen offertes,no resuource,2011.12.02 16:03:42,30000,2011.12.02 16:04:26,0
21,W-Nabellen offertes,10939,2011.12.02 20:17:59,30000,2011.12.02 20:18:54,0
21,W-Nabellen offertes,no resuource,2011.12.06 16:28:07,30000,2011.12.06 16:31:17,3
21,W-Nabellen offertes,10881,2011.12.07 20:37:28,30000,2011.12.07 20:39:37,2
21,W-Nabellen offertes,10982,2011.12.17 11:05:38,30000,2011.12.17 11:07:19,1
21,W-Nabellen offertes,10939,2011.12.17 12:02:28,30000,2011.12.17 12:04:34,2
21,W-Nabellen offertes,10939,2011.12.17 12:02:28,30000,2011.12.18 09:15:35,1273
22,W-Completeren aanvraag,no resuource,2011.11.17 11:58:57,30000,2011.11.17 12:08:35,9
22,W-Nabellen offertes,11189,2011.11.24 14:51:55,30000,2011.11.24 14:53:30,1
22,W-Nabellen offertes,10939,2011.11.25 11:48:18,30000,2011.11.25 11:57:33,9
22,W-Nabellen offertes,no resuource,2011.12.02 14:33:41,30000,2011.12.02 14:33:54,0
22,W-Nabellen offertes,no resuource,2011.12.02 16:03:42,30000,2011.12.02 16:04:26,0
22,W-Nabellen offertes,10939,2011.12.02 20:17:59,30000,2011.12.02 20:18:54,0
22,W-Nabellen offertes,no resuource,2011.12.06 16:28:07,30000,2011.12.06 16:31:17,3
22,W-Nabellen offertes,10881,2011.12.07 20:37:28,30000,2011.12.07 20:39:37,2
22,W-Nabellen offertes,10982,2011.12.17 11:05:38,30000,2011.12.17 11:07:19,1
22,W-Nabellen offertes,10939,2011.12.17 12:02:28,30000,2011.12.17 12:04:34,2
22,W-Nabellen offertes,10939,2011.12.17 12:02:28,30000,2011.12.18 09:15:35,1273
23,W-Completeren aanvraag,no resuource,2011.11.17 11:58:57,30000,2011.11.17 12:08:35,9
23,W-Nabellen offertes,11189,2011.11.24 14:51:55,30000,2011.11.24 14:53:30,1
23,W-Nabellen offertes,10939,2011.11.25 11:48:18,30000,2011.11.25 11:57:33,9
23,W-Nabellen offertes,no resuource,2011.12.02 14:33:41,30000,2011.12.02 14:33:54,0
23,W-Nabellen offertes,no resuource,2011.12.02 16:03:42,30000,2011.12.02 16:04:26,0
23,W-Nabellen offertes,10939,2011.12.02 20:17:59,30000,2011.12.02 20:18:54,0
23,W-Nabellen offertes,no resuource,2011.12.06 16:28:07,30000,2011.12.06 16:31:17,3
23,W-Nabellen offertes,10881,2011.12.07 20:37:28,30000,2011.12.07 20:39:37,2
23,W-Nabellen offertes,10982,2011.12.17 11:05:38,30000,2011.12.17 11:07:19,1
23,W-Nabellen offertes,10939,2011.12.17 12:02:28,30000,2011.12.17 12:04:34,2
23,W-Nabellen offertes,10939,2011.12.17 12:02:28,30000,2011.12.18 09:15:35,1273
24,W-Afhandelen leads,11169,2011.11.17 11:18:36,8000,2011.11.17 11:34:59,16
24,W-Afhandelen leads,11169,2011.11.17 11:47:29,8000,2011.11.17 11:49:17,1
24,W-Completeren aanvraag,10932,2011.11.17 15:13:42,8000,2011.11.17 15:14:02,0
24,W-Completeren aanvraag,10932,2011.11.17 15:16:58,8000,2011.11.17 15:35:21,18
24,W-Nabellen offertes,11259,2011.11.24 12:03:12,8000,2011.11.24 12:03:34,0
24,W-Valideren aanvraag,10972,2011.11.24 16:39:39,8000,2011.11.24 16:40:15,0
24,W-Valideren aanvraag,10138,2011.11.25 08:35:36,8000,2011.11.25 08:55:09,19
25,W-Afhandelen leads,11169,2011.11.17 11:26:53,40000,2011.11.17 11:27:40,0
25,W-Completeren aanvraag,11189,2011.11.17 12:18:53,40000,2011.11.17 12:38:48,19
25,W-Nabellen offertes,11189,2011.11.17 12:39:05,40000,2011.11.17 12:42:57,3
25,W-Nabellen offertes,11000,2011.11.24 18:27:58,40000,2011.11.24 18:35:47,7
25,W-Nabellen offertes,10909,2011.11.26 16:23:43,40000,2011.11.26 16:24:45,1
25,W-Nabellen offertes,11119,2011.11.28 20:00:15,40000,2011.11.28 20:04:39,4
25,W-Nabellen offertes,11181,2011.12.06 20:46:48,40000,2011.12.06 20:47:19,0
25,W-Nabellen offertes,10881,2011.12.07 20:52:58,40000,2011.12.07 20:54:58,2
25,W-Nabellen offertes,10881,2011.12.07 20:55:05,40000,2011.12.07 20:55:47,0
25,W-Nabellen offertes,10899,2011.12.21 10:41:20,40000,2011.12.21 10:41:58,0
25,W-Valideren aanvraag,10138,2011.12.22 14:01:44,40000,2011.12.22 14:09:13,7
25,W-Valideren aanvraag,10629,2011.12.22 14:29:41,40000,2011.12.22 14:29:49,0
25,W-Valideren aanvraag,10138,2011.12.22 16:23:40,40000,2011.12.22 16:27:59,4
30,W-Afhandelen leads,11169,2011.11.17 11:27:45,1500,2011.11.17 11:29:26,1
31,W-Completeren aanvraag,no resuource,2011.11.17 11:54:40,20000,2011.11.17 11:58:32,3
32,W-Afhandelen leads,11169,2011.11.17 11:31:05,10000,2011.11.17 11:34:59,3
32,W-Afhandelen leads,11169,2011.11.17 11:50:19,10000,2011.11.17 11:53:06,2
33,W-Completeren aanvraag,no resuource,2011.11.17 12:53:26,5000,2011.11.17 12:55:18,1
33,W-Completeren aanvraag,11180,2011.11.17 18:18:40,5000,2011.11.17 18:19:32,0
33,W-Completeren aanvraag,10913,2011.11.17 18:58:50,5000,2011.11.17 19:04:42,5
33,W-Nabellen offertes,11000,2011.11.24 20:20:46,5000,2011.11.24 20:27:20,6
33,W-Nabellen offertes,11203,2011.11.26 16:40:16,5000,2011.11.26 16:43:19,3
33,W-Nabellen offertes,10881,2011.11.28 18:50:46,5000,2011.11.28 18:52:06,1
33,W-Nabellen offertes,11121,2011.11.29 12:28:21,5000,2011.11.29 12:30:41,2
33,W-Nabellen offertes,no resuource,2011.11.29 20:12:39,5000,2011.11.29 20:13:06,0
33,W-Nabellen offertes,11180,2011.11.30 19:25:52,5000,2011.11.30 19:26:35,0
33,W-Nabellen offertes,no resuource,2011.12.02 14:40:54,5000,2011.12.02 14:41:17,0
33,W-Nabellen offertes,no resuource,2011.12.06 14:21:55,5000,2011.12.06 14:25:36,3
33,W-Nabellen offertes,10881,2011.12.07 20:22:16,5000,2011.12.07 20:23:20,1
33,W-Nabellen offertes,10982,2011.12.17 12:54:40,5000,2011.12.17 12:55:55,1
33,W-Nabellen offertes,10982,2011.12.17 12:54:40,5000,2011.12.18 09:15:37,1220
34,W-Completeren aanvraag,no resuource,2011.11.17 12:53:26,5000,2011.11.17 12:55:18,1
34,W-Completeren aanvraag,11180,2011.11.17 18:18:40,5000,2011.11.17 18:19:32,0
34,W-Completeren aanvraag,10913,2011.11.17 18:58:50,5000,2011.11.17 19:04:42,5
34,W-Nabellen offertes,11000,2011.11.24 20:20:46,5000,2011.11.24 20:27:20,6
34,W-Nabellen offertes,11203,2011.11.26 16:40:16,5000,2011.11.26 16:43:19,3
34,W-Nabellen offertes,10881,2011.11.28 18:50:46,5000,2011.11.28 18:52:06,1
34,W-Nabellen offertes,11121,2011.11.29 12:28:21,5000,2011.11.29 12:30:41,2
34,W-Nabellen offertes,no resuource,2011.11.29 20:12:39,5000,2011.11.29 20:13:06,0
34,W-Nabellen offertes,11180,2011.11.30 19:25:52,5000,2011.11.30 19:26:35,0
34,W-Nabellen offertes,no resuource,2011.12.02 14:40:54,5000,2011.12.02 14:41:17,0
34,W-Nabellen offertes,no resuource,2011.12.06 14:21:55,5000,2011.12.06 14:25:36,3
34,W-Nabellen offertes,10881,2011.12.07 20:22:16,5000,2011.12.07 20:23:20,1
34,W-Nabellen offertes,10982,2011.12.17 12:54:40,5000,2011.12.17 12:55:55,1
34,W-Nabellen offertes,10982,2011.12.17 12:54:40,5000,2011.12.18 09:15:37,1220
35,W-Completeren aanvraag,11189,2011.11.17 11:19:18,12500,2011.11.17 11:32:52,13
35,W-Nabellen offertes,11189,2011.11.22 16:39:05,12500,2011.11.22 16:45:55,6
35,W-Nabellen offertes,11000,2011.11.24 18:58:02,12500,2011.11.24 19:03:05,5
35,W-Nabellen offertes,11259,2011.11.29 11:13:05,12500,2011.11.29 11:13:16,0
35,W-Valideren aanvraag,10609,2011.12.01 09:02:03,12500,2011.12.01 09:25:00,22
35,W-Nabellen incomplete dossiers,11189,2011.12.01 10:30:31,12500,2011.12.01 10:59:42,29
35,W-Nabellen incomplete dossiers,10609,2011.12.01 12:26:34,12500,2011.12.01 12:27:23,0
35,W-Nabellen incomplete dossiers,10809,2011.12.05 12:19:05,12500,2011.12.05 12:20:11,1
35,W-Nabellen incomplete dossiers,10861,2011.12.05 17:13:28,12500,2011.12.05 17:14:03,0
35,W-Nabellen incomplete dossiers,10861,2011.12.05 19:00:11,12500,2011.12.05 19:00:34,0
35,W-Nabellen incomplete dossiers,11121,2011.12.06 10:24:22,12500,2011.12.06 10:34:12,9
35,W-Nabellen incomplete dossiers,11121,2011.12.06 12:40:52,12500,2011.12.06 12:41:21,0
35,W-Nabellen incomplete dossiers,11121,2011.12.06 14:11:53,12500,2011.12.06 14:13:20,1
35,W-Nabellen incomplete dossiers,11119,2011.12.06 17:38:52,12500,2011.12.06 17:42:28,3
35,W-Nabellen incomplete dossiers,11189,2011.12.07 10:22:13,12500,2011.12.07 10:24:32,2
35,W-Nabellen incomplete dossiers,11259,2011.12.07 11:48:57,12500,2011.12.07 11:49:44,0
35,W-Valideren aanvraag,10972,2011.12.07 12:56:57,12500,2011.12.07 13:03:11,6
35,W-Valideren aanvraag,10809,2011.12.07 13:55:43,12500,2011.12.07 13:57:29,1
35,W-Valideren aanvraag,10609,2011.12.08 08:01:10,12500,2011.12.08 08:32:35,31
35,W-Valideren aanvraag,10609,2011.12.08 08:58:54,12500,2011.12.08 09:25:52,26
35,W-Nabellen incomplete dossiers,11189,2011.12.08 09:31:39,12500,2011.12.08 09:44:46,13
35,W-Valideren aanvraag,10609,2011.12.08 09:54:04,12500,2011.12.08 09:58:22,4
36,W-Afhandelen leads,11169,2011.11.17 11:49:33,12500,2011.11.17 11:50:15,0
37,W-Completeren aanvraag,no resuource,2011.11.17 15:42:14,10500,2011.11.17 16:05:39,23
37,W-Nabellen offertes,no resuource,2011.11.17 16:05:55,10500,2011.11.17 16:12:19,6
37,W-Nabellen offertes,11000,2011.11.24 19:06:26,10500,2011.11.24 19:10:02,3
37,W-Nabellen offertes,10909,2011.11.26 16:51:14,10500,2011.11.26 16:53:18,2
37,W-Nabellen offertes,11259,2011.12.05 10:00:02,10500,2011.12.05 10:00:16,0
37,W-Valideren aanvraag,10138,2011.12.07 09:52:07,10500,2011.12.07 10:17:03,24
37,W-Valideren aanvraag,10138,2011.12.07 10:40:40,10500,2011.12.07 10:45:30,4
37,W-Nabellen incomplete dossiers,11189,2011.12.07 11:31:41,10500,2011.12.07 11:32:01,0
37,W-Nabellen incomplete dossiers,11189,2011.12.07 11:32:51,10500,2011.12.07 11:32:59,0
37,W-Nabellen incomplete dossiers,11189,2011.12.07 11:33:50,10500,2011.12.07 11:44:40,10
37,W-Nabellen incomplete dossiers,10138,2011.12.07 14:11:22,10500,2011.12.07 14:11:37,0
37,W-Nabellen incomplete dossiers,11049,2011.12.08 08:35:38,10500,2011.12.08 08:37:50,2
37,W-Valideren aanvraag,10138,2011.12.08 09:28:32,10500,2011.12.08 09:34:30,5
37,W-Valideren aanvraag,10138,2011.12.08 10:06:45,10500,2011.12.08 10:16:17,9
38,W-Completeren aanvraag,10932,2011.11.17 15:36:18,25000,2011.11.17 15:38:01,1
38,W-Completeren aanvraag,11180,2011.11.17 17:01:33,25000,2011.11.17 17:01:46,0
38,W-Completeren aanvraag,11180,2011.11.17 20:12:26,25000,2011.11.17 20:12:32,0
38,W-Completeren aanvraag,11119,2011.11.17 20:15:04,25000,2011.11.17 20:15:12,0
38,W-Completeren aanvraag,11180,2011.11.17 20:39:02,25000,2011.11.17 20:40:43,1
38,W-Completeren aanvraag,11201,2011.11.18 15:29:30,25000,2011.11.18 15:32:21,2
38,W-Completeren aanvraag,11201,2011.11.18 15:32:25,25000,2011.11.18 15:33:01,0
38,W-Completeren aanvraag,11201,2011.11.18 17:00:07,25000,2011.11.18 17:05:16,5
38,W-Completeren aanvraag,11201,2011.11.18 17:06:48,25000,2011.11.18 17:12:56,6
38,W-Nabellen offertes,11000,2011.11.26 12:16:54,25000,2011.11.26 12:19:20,2
38,W-Nabellen offertes,11049,2011.11.29 11:58:04,25000,2011.11.29 12:00:37,2
38,W-Valideren aanvraag,10138,2011.12.01 16:18:36,25000,2011.12.01 16:18:45,0
38,W-Valideren aanvraag,10138,2011.12.02 14:30:26,25000,2011.12.02 14:53:36,23
38,W-Nabellen incomplete dossiers,10932,2011.12.02 15:04:38,25000,2011.12.02 15:25:07,20
38,W-Nabellen incomplete dossiers,10932,2011.12.02 15:27:30,25000,2011.12.02 15:28:40,1
38,W-Nabellen incomplete dossiers,10929,2011.12.02 16:25:06,25000,2011.12.02 16:28:28,3
38,W-Nabellen incomplete dossiers,11049,2011.12.06 11:34:27,25000,2011.12.06 11:34:47,0
38,W-Valideren aanvraag,10138,2011.12.06 13:47:06,25000,2011.12.06 13:49:30,2
39,W-Afhandelen leads,11169,2011.11.17 12:30:55,10000,2011.11.17 12:46:42,15
39,W-Completeren aanvraag,11119,2011.11.17 17:35:02,10000,2011.11.17 17:56:40,21
40,W-Completeren aanvraag,11169,2011.11.17 16:01:43,1600,2011.11.17 16:05:14,3
41,W-Completeren aanvraag,11180,2011.11.17 18:20:39,35000,2011.11.17 18:23:55,3
41,W-Completeren aanvraag,11201,2011.11.18 13:21:59,35000,2011.11.18 13:31:39,9
41,W-Nabellen offertes,11201,2011.11.18 13:31:54,35000,2011.11.18 13:32:58,1
41,W-Nabellen offertes,11000,2011.11.26 11:06:09,35000,2011.11.26 11:10:03,3
41,W-Nabellen offertes,11119,2011.11.28 17:25:51,35000,2011.11.28 17:26:38,0
41,W-Nabellen offertes,10899,2011.12.01 10:45:59,35000,2011.12.01 10:46:14,0
41,W-Valideren aanvraag,10809,2011.12.05 14:52:23,35000,2011.12.05 15:08:21,15
42,W-Completeren aanvraag,11180,2011.11.17 18:20:39,35000,2011.11.17 18:23:55,3
42,W-Completeren aanvraag,11201,2011.11.18 13:21:59,35000,2011.11.18 13:31:39,9
42,W-Nabellen offertes,11201,2011.11.18 13:31:54,35000,2011.11.18 13:32:58,1
42,W-Nabellen offertes,11000,2011.11.26 11:06:09,35000,2011.11.26 11:10:03,3
42,W-Nabellen offertes,11119,2011.11.28 17:25:51,35000,2011.11.28 17:26:38,0
42,W-Nabellen offertes,10899,2011.12.01 10:45:59,35000,2011.12.01 10:46:14,0
42,W-Valideren aanvraag,10809,2011.12.05 14:52:23,35000,2011.12.05 15:08:21,15
43,W-Completeren aanvraag,11189,2011.11.17 15:30:52,12000,2011.11.17 15:33:19,2
43,W-Completeren aanvraag,11189,2011.11.17 16:50:30,12000,2011.11.17 16:59:12,8
43,W-Nabellen offertes,10899,2011.11.23 10:24:56,12000,2011.11.23 10:25:13,0
43,W-Valideren aanvraag,10972,2011.11.25 20:39:49,12000,2011.11.25 20:57:33,17
43,W-Valideren aanvraag,10972,2011.11.28 08:42:21,12000,2011.11.28 09:04:51,22
45,W-Completeren aanvraag,11169,2011.11.17 16:11:25,12000,2011.11.17 16:15:20,3
46,W-Completeren aanvraag,11169,2011.11.17 16:07:41,50000,2011.11.17 16:11:18,3
46,W-Completeren aanvraag,11180,2011.11.17 17:09:57,50000,2011.11.17 17:10:33,0
46,W-Completeren aanvraag,11201,2011.11.18 13:10:27,50000,2011.11.18 13:12:08,1
49,W-Afhandelen leads,11169,2011.11.17 16:26:27,5000,2011.11.17 16:28:44,2
49,W-Completeren aanvraag,11119,2011.11.17 19:03:15,5000,2011.11.17 19:04:18,1
51,W-Afhandelen leads,11169,2011.11.17 16:34:12,3000,2011.11.17 16:35:01,0
51,W-Afhandelen leads,11169,2011.11.17 16:35:05,3000,2011.11.17 16:38:33,3
52,W-Afhandelen leads,11119,2011.11.17 17:04:18,2500,2011.11.17 17:05:03,0
53,W-Afhandelen leads,11119,2011.11.17 17:04:18,2500,2011.11.17 17:05:03,0
54,W-Afhandelen leads,11119,2011.11.17 17:04:18,2500,2011.11.17 17:05:03,0
57,W-Afhandelen leads,11119,2011.11.17 17:09:11,50000,2011.11.17 17:10:24,1
60,W-Completeren aanvraag,11180,2011.11.17 18:52:01,7300,2011.11.17 18:58:53,6
60,W-Completeren aanvraag,11180,2011.11.17 18:59:04,7300,2011.11.17 19:03:21,4
60,W-Nabellen offertes,10861,2011.11.21 14:07:30,7300,2011.11.21 14:10:02,2
61,W-Afhandelen leads,10932,2011.11.17 16:50:15,8000,2011.11.17 16:51:39,1
64,W-Afhandelen leads,10932,2011.11.17 16:39:21,1000,2011.11.17 16:41:13,1
66,W-Afhandelen leads,10913,2011.11.17 17:24:17,500,2011.11.17 17:26:11,1
67,W-Afhandelen leads,10913,2011.11.17 17:24:17,500,2011.11.17 17:26:11,1
68,W-Afhandelen leads,10932,2011.11.17 16:56:42,17500,2011.11.17 16:57:40,0
68,W-Afhandelen leads,10913,2011.11.17 17:26:19,17500,2011.11.17 17:29:36,3
68,W-Completeren aanvraag,11180,2011.11.17 18:40:01,17500,2011.11.17 18:45:54,5
69,W-Afhandelen leads,10932,2011.11.17 16:54:29,25000,2011.11.17 16:56:27,1
70,W-Afhandelen leads,10932,2011.11.17 16:54:29,25000,2011.11.17 16:56:27,1
72,W-Afhandelen leads,11119,2011.11.17 17:23:58,15000,2011.11.17 17:25:34,1
72,W-Completeren aanvraag,11180,2011.11.17 18:38:33,15000,2011.11.17 18:39:55,1
72,W-Completeren aanvraag,11201,2011.11.18 13:33:28,15000,2011.11.18 13:37:35,4
72,W-Completeren aanvraag,11180,2011.11.21 09:14:17,15000,2011.11.21 09:16:27,2
72,W-Completeren aanvraag,10909,2011.11.28 11:33:56,15000,2011.11.28 11:35:20,1
72,W-Completeren aanvraag,no resuource,2011.12.02 18:37:17,15000,2011.12.02 18:37:25,0
72,W-Completeren aanvraag,11169,2011.12.08 16:16:45,15000,2011.12.08 16:16:56,0
72,W-Completeren aanvraag,11000,2011.12.17 12:43:34,15000,2011.12.17 12:43:56,0
72,W-Completeren aanvraag,11000,2011.12.17 12:43:34,15000,2011.12.18 09:15:25,1231
73,W-Afhandelen leads,10913,2011.11.17 17:30:18,3000,2011.11.17 17:31:55,1
74,W-Afhandelen leads,11119,2011.11.17 17:28:49,14000,2011.11.17 17:31:49,3
75,W-Afhandelen leads,11119,2011.11.17 17:28:49,14000,2011.11.17 17:31:49,3
76,W-Afhandelen leads,11119,2011.11.17 17:28:49,14000,2011.11.17 17:31:49,3
79,W-Afhandelen leads,11119,2011.11.17 18:44:47,20000,2011.11.17 18:46:53,2
79,W-Completeren aanvraag,11180,2011.11.17 20:43:29,20000,2011.11.17 20:45:37,2
79,W-Completeren aanvraag,11201,2011.11.18 15:37:16,20000,2011.11.18 15:38:21,1
79,W-Completeren aanvraag,11201,2011.11.18 20:10:18,20000,2011.11.18 20:18:58,8
80,W-Afhandelen leads,11119,2011.11.17 18:44:47,20000,2011.11.17 18:46:53,2
80,W-Completeren aanvraag,11180,2011.11.17 20:43:29,20000,2011.11.17 20:45:37,2
80,W-Completeren aanvraag,11201,2011.11.18 15:37:16,20000,2011.11.18 15:38:21,1
80,W-Completeren aanvraag,11201,2011.11.18 20:10:18,20000,2011.11.18 20:18:58,8
81,W-Completeren aanvraag,11119,2011.11.17 19:58:52,7750,2011.11.17 20:13:14,14
81,W-Nabellen offertes,11119,2011.11.17 20:13:24,7750,2011.11.17 20:14:27,1
81,W-Nabellen offertes,11119,2011.11.24 20:24:32,7750,2011.11.24 20:27:10,2
81,W-Nabellen offertes,10913,2011.11.29 18:13:49,7750,2011.11.29 18:16:41,2
81,W-Nabellen offertes,10899,2011.11.30 10:54:25,7750,2011.11.30 10:54:50,0
81,W-Valideren aanvraag,10809,2011.12.05 13:38:24,7750,2011.12.05 14:03:44,25
81,W-Nabellen incomplete dossiers,no resuource,2011.12.05 15:16:30,7750,2011.12.05 15:17:18,0
81,W-Nabellen incomplete dossiers,10861,2011.12.05 18:40:06,7750,2011.12.05 18:50:07,10
81,W-Nabellen incomplete dossiers,11121,2011.12.06 10:21:42,7750,2011.12.06 10:24:12,2
81,W-Nabellen incomplete dossiers,11121,2011.12.06 12:56:20,7750,2011.12.06 12:56:30,0
81,W-Nabellen incomplete dossiers,11169,2011.12.06 14:07:24,7750,2011.12.06 16:02:55,115
81,W-Nabellen incomplete dossiers,11119,2011.12.06 17:05:24,7750,2011.12.06 17:17:57,12
81,W-Nabellen incomplete dossiers,11181,2011.12.07 09:26:19,7750,2011.12.07 09:26:57,0
81,W-Nabellen incomplete dossiers,10899,2011.12.07 10:02:55,7750,2011.12.07 10:03:36,0
81,W-Valideren aanvraag,10809,2011.12.07 10:42:26,7750,2011.12.07 11:14:21,31
82,W-Afhandelen leads,11119,2011.11.17 18:27:19,5000,2011.11.17 18:28:09,0
83,W-Completeren aanvraag,11119,2011.11.17 20:15:15,20000,2011.11.17 20:26:34,11
