CASE_ID,Activity,Resource,StartTimestamp,Amount,CompleteTimestamp,Duration
9519,W-Afhandelen leads,10982,2012.02.14 15:41:58,5000,2012.02.14 15:42:27,0
9520,W-Afhandelen leads,10929,2011.12.12 16:18:06,500,2011.12.12 16:19:37,1
9521,W-Afhandelen leads,10889,2011.12.05 20:36:21,10000,2011.12.05 20:36:51,0
9522,W-Afhandelen leads,11009,2011.11.28 09:45:53,20000,2011.11.28 09:47:48,1
9523,W-Afhandelen leads,10982,2012.02.06 16:10:01,5000,2012.02.06 16:14:12,4
9524,W-Afhandelen leads,11009,2011.11.28 09:13:51,10000,2011.11.28 09:16:37,2
9525,W-Afhandelen leads,10909,2011.12.05 10:28:35,6000,2011.12.05 10:31:03,2
9526,W-Afhandelen leads,11121,2012.02.24 09:25:20,5000,2012.02.24 09:26:39,1
9527,W-Afhandelen leads,10932,2011.11.17 16:54:29,25000,2011.11.17 16:56:27,1
9528,W-Afhandelen leads,10912,2012.02.17 20:46:33,37000,2012.02.17 20:52:18,5
9529,W-Afhandelen leads,10929,2012.01.07 10:07:57,5000,2012.01.07 10:09:54,1
9530,W-Afhandelen leads,11121,2012.02.24 09:23:20,17500,2012.02.24 09:25:09,1
9531,W-Afhandelen leads,11169,2011.12.13 09:55:41,20000,2011.12.13 10:16:25,20
9532,W-Afhandelen leads,10228,2012.01.14 10:25:06,30000,2012.01.14 10:27:53,2
9533,W-Afhandelen leads,10909,2011.11.26 15:22:52,2500,2011.11.26 15:25:45,2
9534,W-Afhandelen leads,10910,2011.12.02 12:06:16,5000,2011.12.02 12:07:55,1
9535,W-Afhandelen leads,11203,2012.02.22 10:31:29,6900,2012.02.22 10:33:45,2
9536,W-Afhandelen leads,10861,2011.12.01 19:03:38,7112,2011.12.01 19:04:03,0
9537,W-Beoordelen fraude,10188,2011.11.21 14:39:41,3000,2011.11.21 14:39:47,0
9537,W-Beoordelen fraude,10188,2011.11.24 16:30:28,3000,2011.11.24 16:30:37,0
9538,W-Beoordelen fraude,10188,2011.11.28 16:07:35,5000,2011.11.28 16:07:42,0
9538,W-Beoordelen fraude,10188,2011.11.29 08:31:36,5000,2011.11.29 08:32:05,0
9539,W-Afhandelen leads,10863,2012.01.10 19:24:37,21550,2012.01.10 19:28:02,3
9539,W-Completeren aanvraag,10863,2012.01.10 19:29:23,21550,2012.01.10 19:33:22,3
9539,W-Completeren aanvraag,10912,2012.01.11 11:30:05,21550,2012.01.11 11:31:32,1
9539,W-Completeren aanvraag,10861,2012.01.11 14:55:01,21550,2012.01.11 14:55:21,0
9539,W-Completeren aanvraag,no resuource,2012.01.11 20:19:17,21550,2012.01.11 20:43:43,24
9540,W-Afhandelen leads,10982,2012.02.01 13:05:18,5000,2012.02.01 13:05:57,0
9540,W-Completeren aanvraag,10933,2012.02.01 18:21:37,5000,2012.02.01 18:23:54,2
9540,W-Completeren aanvraag,11201,2012.02.02 10:23:04,5000,2012.02.02 10:24:46,1
9540,W-Completeren aanvraag,11019,2012.02.02 15:33:16,5000,2012.02.02 15:38:44,5
9540,W-Completeren aanvraag,11019,2012.02.02 15:39:14,5000,2012.02.02 15:39:33,0
9541,W-Afhandelen leads,11122,2012.02.15 19:59:18,10000,2012.02.15 20:17:56,18
9541,W-Completeren aanvraag,11122,2012.02.15 20:18:21,10000,2012.02.15 20:21:53,3
9541,W-Completeren aanvraag,11309,2012.02.16 11:43:17,10000,2012.02.16 11:43:52,0
9541,W-Completeren aanvraag,11003,2012.02.16 18:24:34,10000,2012.02.16 18:28:06,3
9541,W-Completeren aanvraag,11203,2012.02.16 19:16:44,10000,2012.02.16 19:24:27,7
9542,W-Afhandelen leads,10909,2011.12.05 10:40:03,5000,2011.12.05 10:44:14,4
9542,W-Completeren aanvraag,no resuource,2011.12.05 13:18:00,5000,2011.12.05 13:39:36,21
9542,W-Completeren aanvraag,no resuource,2011.12.05 14:31:01,5000,2011.12.05 14:33:29,2
9542,W-Completeren aanvraag,no resuource,2011.12.05 15:19:38,5000,2011.12.05 15:27:18,7
9542,W-Completeren aanvraag,no resuource,2011.12.05 15:28:29,5000,2011.12.05 15:30:23,1
9543,W-Completeren aanvraag,no resuource,2011.11.17 09:26:36,6000,2011.11.17 09:29:45,3
9543,W-Completeren aanvraag,11180,2011.11.17 17:31:26,6000,2011.11.17 17:34:16,2
9543,W-Completeren aanvraag,10138,2011.11.24 13:42:08,6000,2011.11.24 13:53:48,11
9543,W-Completeren aanvraag,11169,2011.11.24 14:28:03,6000,2011.11.24 15:22:16,54
9543,W-Completeren aanvraag,11169,2011.11.24 16:18:49,6000,2011.11.24 16:21:14,2
9543,W-Completeren aanvraag,11169,2011.11.24 16:53:39,6000,2011.11.24 16:58:53,5
9543,W-Completeren aanvraag,11169,2011.11.30 11:36:48,6000,2011.11.30 11:44:22,7
9543,W-Completeren aanvraag,11121,2011.11.30 11:48:26,6000,2011.11.30 11:48:37,0
9543,W-Completeren aanvraag,11169,2011.12.06 15:11:09,6000,2011.12.06 16:02:55,51
9543,W-Completeren aanvraag,10909,2011.12.07 10:34:38,6000,2011.12.07 10:36:45,2
9543,W-Completeren aanvraag,10910,2011.12.16 10:33:35,6000,2011.12.16 10:34:32,0
9543,W-Completeren aanvraag,10910,2011.12.16 10:33:35,6000,2011.12.17 09:15:24,1361
9544,W-Afhandelen leads,11169,2012.02.14 09:07:56,15000,2012.02.14 09:38:28,30
9544,W-Afhandelen leads,11169,2012.02.14 09:38:35,15000,2012.02.14 09:42:27,3
9545,W-Afhandelen leads,11169,2012.01.17 09:23:44,20000,2012.01.17 09:49:41,25
9545,W-Afhandelen leads,11169,2012.01.17 10:01:59,20000,2012.01.17 10:02:33,0
9546,W-Afhandelen leads,11122,2012.01.20 20:17:01,25000,2012.01.20 20:17:17,0
9546,W-Afhandelen leads,10932,2012.01.21 10:16:00,25000,2012.01.21 10:16:53,0
9547,W-Afhandelen leads,11201,2011.12.12 18:55:26,6000,2011.12.13 06:15:05,679
9547,W-Afhandelen leads,11169,2011.12.13 09:05:41,6000,2011.12.13 09:07:46,2
9548,W-Afhandelen leads,11169,2011.11.17 09:31:50,10000,2011.11.17 11:34:59,123
9548,W-Afhandelen leads,11169,2011.11.17 11:35:05,10000,2011.11.17 11:44:26,9
9549,W-Afhandelen leads,11169,2011.11.18 09:14:33,2000,2011.11.18 10:33:23,78
9549,W-Afhandelen leads,10939,2011.11.18 10:37:39,2000,2011.11.18 10:38:48,1
9550,W-Afhandelen leads,no resuource,2011.11.24 12:00:03,5000,2011.11.24 12:00:52,0
9550,W-Afhandelen leads,11189,2011.11.24 12:14:24,5000,2011.11.24 12:16:17,1
9551,W-Afhandelen leads,11169,2011.11.17 09:31:50,10000,2011.11.17 11:34:59,123
9551,W-Afhandelen leads,11169,2011.11.17 11:35:05,10000,2011.11.17 11:44:26,9
9552,W-Afhandelen leads,11169,2012.01.17 09:47:14,9000,2012.01.17 09:49:41,2
9552,W-Afhandelen leads,11169,2012.01.17 10:02:38,9000,2012.01.17 10:04:17,1
9553,W-Afhandelen leads,11180,2011.12.22 18:46:17,500,2011.12.22 18:46:36,0
9553,W-Afhandelen leads,11180,2011.12.22 18:50:17,500,2011.12.22 18:58:35,8
9554,W-Afhandelen leads,10861,2012.02.01 13:28:49,10000,2012.02.01 15:06:14,97
9554,W-Afhandelen leads,10982,2012.02.01 15:26:26,10000,2012.02.01 15:31:33,5
9555,W-Afhandelen leads,11009,2012.01.30 09:33:23,8500,2012.01.30 09:34:40,1
9555,W-Afhandelen leads,11009,2012.01.30 09:34:47,8500,2012.01.30 09:35:53,1
9556,W-Afhandelen leads,11122,2012.02.21 16:54:23,10000,2012.02.21 16:55:01,0
9556,W-Afhandelen leads,11122,2012.02.21 19:45:16,10000,2012.02.21 19:46:08,0
9557,W-Afhandelen leads,11180,2011.12.22 17:48:23,2500,2011.12.22 18:02:36,14
9557,W-Afhandelen leads,11180,2011.12.22 18:02:38,2500,2011.12.22 18:11:16,8
9558,W-Afhandelen leads,10929,2012.01.16 09:28:06,6000,2012.01.16 09:29:05,0
9558,W-Afhandelen leads,10932,2012.01.16 09:33:22,6000,2012.01.16 09:35:52,2
9559,W-Afhandelen leads,11169,2012.03.01 09:09:25,50000,2012.03.01 09:31:42,22
9559,W-Afhandelen leads,11169,2012.03.01 09:50:34,50000,2012.03.01 09:53:39,3
9560,W-Afhandelen leads,11169,2012.02.02 09:01:31,8000,2012.02.02 09:22:33,21
9560,W-Afhandelen leads,11169,2012.02.02 09:54:00,8000,2012.02.02 09:54:56,0
9561,W-Afhandelen leads,11119,2012.01.05 20:53:18,5000,2012.01.05 20:53:23,0
9561,W-Afhandelen leads,10935,2012.01.06 09:18:55,5000,2012.01.06 09:20:56,2
9562,W-Completeren aanvraag,11169,2011.12.08 16:12:50,6500,2011.12.08 17:53:23,100
9562,W-Completeren aanvraag,11179,2011.12.08 17:57:29,6500,2011.12.08 18:03:57,6
9563,W-Completeren aanvraag,11309,2012.02.16 11:30:53,50000,2012.02.16 11:31:42,0
9563,W-Completeren aanvraag,11019,2012.02.16 13:26:42,50000,2012.02.16 13:43:59,17
9564,W-Completeren aanvraag,11119,2011.12.19 20:39:02,5000,2011.12.19 20:39:07,0
9564,W-Completeren aanvraag,11181,2011.12.19 20:42:22,5000,2011.12.19 20:53:43,11
9565,W-Completeren aanvraag,no resuource,2011.11.28 10:00:19,10000,2011.11.28 10:05:23,5
9565,W-Completeren aanvraag,no resuource,2011.11.28 12:23:06,10000,2011.11.28 12:29:59,6
9566,W-Completeren aanvraag,11189,2011.12.29 12:20:39,8500,2011.12.29 12:23:12,2
9566,W-Completeren aanvraag,11189,2011.12.29 12:39:42,8500,2011.12.29 12:48:10,8
9567,W-Completeren aanvraag,11189,2011.11.24 16:43:27,25000,2011.11.24 16:46:12,2
9567,W-Completeren aanvraag,11119,2011.11.24 17:23:04,25000,2011.11.24 17:25:05,2
9568,W-Completeren aanvraag,10228,2012.02.14 16:17:26,2000,2012.02.14 16:53:30,36
9568,W-Completeren aanvraag,11180,2012.02.14 18:56:27,2000,2012.02.14 19:00:13,3
9569,W-Completeren aanvraag,10982,2011.11.29 18:25:57,10000,2011.11.29 18:27:21,1
9569,W-Completeren aanvraag,10982,2011.11.30 11:49:30,10000,2011.11.30 11:54:57,5
9570,W-Completeren aanvraag,no resuource,2011.11.17 11:25:43,2500,2011.11.17 11:27:59,2
9570,W-Completeren aanvraag,11169,2011.11.17 11:54:32,2500,2011.11.17 11:57:33,3
9571,W-Completeren aanvraag,10861,2012.02.20 19:30:32,40000,2012.02.20 19:42:41,12
9571,W-Completeren aanvraag,10861,2012.02.20 19:53:45,40000,2012.02.20 19:55:53,2
9572,W-Completeren aanvraag,11203,2012.02.23 14:38:29,25000,2012.02.23 14:53:08,14
9572,W-Completeren aanvraag,11203,2012.02.23 14:54:18,25000,2012.02.23 14:55:06,0
9573,W-Completeren aanvraag,11009,2011.12.05 11:56:22,22000,2011.12.05 12:02:46,6
9573,W-Completeren aanvraag,10929,2011.12.05 14:51:07,22000,2011.12.05 14:54:51,3
9574,W-Completeren aanvraag,10982,2012.01.12 15:45:55,13000,2012.01.12 15:48:02,2
9575,W-Completeren aanvraag,10861,2011.11.22 12:32:46,75000,2011.11.22 12:38:13,5
9576,W-Completeren aanvraag,10932,2011.11.17 16:28:53,5000,2011.11.17 16:37:31,8
9577,W-Completeren aanvraag,11300,2012.02.24 16:46:08,10000,2012.02.24 16:55:18,9
9578,W-Completeren aanvraag,10861,2012.02.20 17:31:02,27500,2012.02.20 17:46:01,14
9579,W-Completeren aanvraag,10779,2011.12.12 09:46:28,20000,2011.12.12 09:46:55,0
9580,W-Completeren aanvraag,10910,2011.11.29 12:07:59,30000,2011.11.29 12:11:33,3
9581,W-Completeren aanvraag,no resuource,2012.02.06 11:32:43,10000,2012.02.06 11:42:34,9
9582,W-Completeren aanvraag,11003,2011.12.30 13:40:43,10000,2011.12.30 13:44:06,3
9583,W-Afhandelen leads,11169,2011.11.22 11:26:17,13000,2011.11.22 11:33:47,7
9583,W-Completeren aanvraag,10861,2011.11.22 12:26:48,13000,2011.11.22 12:32:32,5
9584,W-Afhandelen leads,10861,2011.12.01 19:50:07,4000,2011.12.01 19:56:36,6
9584,W-Completeren aanvraag,10861,2011.12.01 20:12:03,4000,2011.12.01 20:18:53,6
9585,W-Afhandelen leads,no resuource,2011.11.19 10:33:59,15000,2011.11.19 10:34:55,0
9585,W-Completeren aanvraag,11000,2011.11.19 12:16:05,15000,2011.11.19 12:23:48,7
9586,W-Afhandelen leads,10982,2012.01.03 20:33:51,22500,2012.01.03 20:34:37,0
9586,W-Completeren aanvraag,10929,2012.01.04 14:05:44,22500,2012.01.04 14:15:32,9
9587,W-Afhandelen leads,10909,2012.02.13 09:47:06,8000,2012.02.13 09:50:29,3
9587,W-Completeren aanvraag,11000,2012.02.13 15:34:45,8000,2012.02.13 15:43:45,9
9588,W-Afhandelen leads,10889,2012.01.18 13:10:20,12345,2012.01.18 13:12:29,2
9588,W-Completeren aanvraag,10889,2012.01.18 13:16:29,12345,2012.01.18 13:18:01,1
9589,W-Afhandelen leads,11009,2012.02.27 11:12:19,3500,2012.02.27 11:13:52,1
9589,W-Completeren aanvraag,11119,2012.02.27 20:16:05,3500,2012.02.27 20:23:53,7
9590,W-Afhandelen leads,10889,2012.01.18 13:10:41,12345,2012.01.18 13:12:41,2
9590,W-Completeren aanvraag,10889,2012.01.18 13:18:12,12345,2012.01.18 13:18:32,0
9591,W-Afhandelen leads,10939,2011.11.25 11:31:42,25000,2011.11.25 11:39:38,7
9591,W-Completeren aanvraag,10910,2011.11.25 12:00:34,25000,2011.11.25 12:05:48,5
9592,W-Afhandelen leads,11122,2012.01.23 20:06:26,9800,2012.01.23 20:08:06,1
9592,W-Completeren aanvraag,11169,2012.01.24 10:51:34,9800,2012.01.24 11:07:02,15
9593,W-Afhandelen leads,10861,2012.01.14 12:15:54,6000,2012.01.14 12:16:52,0
9593,W-Completeren aanvraag,10861,2012.01.14 12:17:05,6000,2012.01.14 12:23:17,6
9594,W-Afhandelen leads,10889,2012.01.18 13:10:20,12345,2012.01.18 13:12:29,2
9594,W-Completeren aanvraag,10889,2012.01.18 13:16:29,12345,2012.01.18 13:18:01,1
9595,W-Afhandelen leads,11121,2012.01.25 10:38:03,5000,2012.01.25 10:41:00,2
9595,W-Completeren aanvraag,11121,2012.01.25 11:52:46,5000,2012.01.25 12:02:17,9
9596,W-Afhandelen leads,11122,2012.01.02 20:59:49,6000,2012.01.02 21:00:53,1
9596,W-Afhandelen leads,11122,2012.01.02 21:00:56,6000,2012.01.02 21:01:09,0
9596,W-Afhandelen leads,11169,2012.01.03 09:38:10,6000,2012.01.03 09:56:03,17
9596,W-Afhandelen leads,11169,2012.01.03 09:56:19,6000,2012.01.03 09:57:58,1
9597,W-Completeren aanvraag,no resuource,2011.11.21 09:28:21,25000,2011.11.21 09:35:27,7
9597,W-Completeren aanvraag,11119,2011.11.21 17:53:58,25000,2011.11.21 17:54:07,0
9597,W-Completeren aanvraag,11119,2011.11.21 18:00:17,25000,2011.11.21 18:02:32,2
9598,W-Completeren aanvraag,11319,2012.02.27 15:27:44,50000,2012.02.27 15:33:44,6
9598,W-Completeren aanvraag,10982,2012.02.27 19:32:09,50000,2012.02.27 19:32:16,0
9598,W-Completeren aanvraag,10881,2012.02.27 19:57:19,50000,2012.02.27 20:01:46,4
9599,W-Completeren aanvraag,11009,2011.12.12 09:47:49,20000,2011.12.12 09:52:01,4
9599,W-Completeren aanvraag,no resuource,2011.12.12 12:14:58,20000,2011.12.12 12:18:03,3
